,Prediction,lgas,general facility attendance,general outpatient attendance,antenatal attendance total, caesarean section,pregnacy outcome-birth asphyxia,pregnacy outcome--neonatal-jaundice,pregnacy outcome—neonatal-sepsis,pregnacy outcome-neonatal-taetanus nhmis,pregnacy outcome-discharged newborns after kmc,pregnacy outcome-newborns placed on kmc,utilization facility attendance , ututilization outpatient attendance,incubators,oral pill cycle  (packets),sterilization total,iucd inserted,implant,female 15-49 yrs using mod contraceptives,fp clients counserlled,new fp acceptors,functional beds,inpatient days – total ,inpatient discharges – total,inpatient admissions,antenatal total attendance,ancsyphilis case treated,anc syphilis test done,pregnant women  receiving llin,pregnant women receiving  hematinic,pregnant women who received malaria ipt1,women who received malaria ipt2,assisted,caesarean section,complications,hiv positive women,normal,deliveries by  skilled birth attendant,deliveries monitors partogran,live birth by hiv positive women,post natal visit total,hepatitis b vaccine 0  birth,bcg,oral polio vaccine 0 given,oral polio vaccine  1 given,oral polio vaccine  2 given,oral polio vaccine  3 given,pentavalent  vaccine 1 given,pnetavmococal vaccine (pcv) 2,pnetavmococal vaccine (pcv) 3,pnetavmococal vaccine (pcv) 2 ,pnetavmococal vaccine (pcv) 2.2,yellow fever vaccine given,inactivated polio vaccine (ipv)n,conjugate a csm vaccine given,measles vaccine 1 given,fully immunized children under 1 year,tetanue toxoid dose 2,tetanue toxoid dose 1 3,tetanue toxoid dose 5,children 0-59 months weighed,children 0-6 months  exclusivelly  breastfed,children 12-59 month given deworming medication,vitamin a children 12-59 months (200.000iu) ,"vitamin a children 6-11 months (100,000iu) ",art patients receiving arv refill ,hiv positive receiving cotrimoxazole  prophylaxis version 2013 ,hiv couples counseled tested & receiving results seroi,indiviuals hiv counseled tested and received  results,new arthritis,new cases of asthma,new mdiabetes mellitus case,new hypertension case,new sickle cell disease case,anc women with previously known hiv status (at anc),pregnant women who received  hiv counseling  and testing and result (at anc),individual clinically screened  for tb,individuals clinically screened for tb score 1+ (tb  suspects),individuals started on tb treatment (hiv unknown),individuals started on tb treatment ((hiv-ve),registered tb patients screened for hiv,tb patients with hiv  receiving art,confirmed dr-tb patients enrolled for treatment,dr-tb suspects tested for dr-tb,suspects screened for tb,tb cases (call forms) notifed
0,0,9,0.0386373460004344,0.0257665515698361,0.0199312502890262,0.0081145584725537,0.0084745762711864,0.0144927536231884,0.013262599469496,0.0,0.0,0.0044444444444444,0.0244586202883832,0.0201763065128003,0.0384615384615384,0.0326218284333467,0.0381604696673189,0.0563294972743791,0.0176513851434175,0.0241545893719806,0.027835823837874,0.0171505942530464,0.0156899557462786,0.0154318399114346,0.016872956562354,0.0148552170635448,0.0206375153248876,0.0160965794768611,0.0245872848612574,0.0256692335900256,0.019776493256262,0.0267476724001893,0.0251981545013604,0.0222929936305732,0.0167064439140811,0.0106382978723404,0.0178571428571428,0.016030534351145,0.0201233365790327,0.02367941712204,0.0170454545454545,0.0493351783887852,0.0060665068903535,0.0,0.0073633320937151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0911336539094921,0.0,0.0,0.0220410357494848,0.0,0.0696883032255728,0.0067790399413704,0.0374075231843284,0.0396124251923625,0.1311892628758315,0.0573571914314858,0.0523599927893282,0.0479205322837597,0.0757323481970966,0.0185901568880292,0.0149789678875551,0.0,0.0025018012969337,0.0226277372262773,0.0255972696245733,0.0324295587453482,0.0300925925925925,0.0130718954248366,0.0097159940209267,0.0230605846060483,0.0216640502354788,0.0193735873425896,0.0132450331125827,0.055,0.0386904761904761,0.0096942580164056,0.0163934426229508,0.0212264150943396,0.0373423860329776,0.0415754923413566
1,0,16,0.0386373460004344,0.0257665515698361,0.0199312502890262,0.0081145584725537,0.0084745762711864,0.0144927536231884,0.013262599469496,0.0,0.0,0.0044444444444444,0.0244586202883832,0.0201763065128003,0.0384615384615384,0.0326218284333467,0.0381604696673189,0.0563294972743791,0.0176513851434175,0.0241545893719806,0.027835823837874,0.0171505942530464,0.0156899557462786,0.0154318399114346,0.016872956562354,0.0148552170635448,0.0206375153248876,0.0160965794768611,0.0245872848612574,0.0256692335900256,0.019776493256262,0.0267476724001893,0.0251981545013604,0.0222929936305732,0.0167064439140811,0.0106382978723404,0.0178571428571428,0.016030534351145,0.0201233365790327,0.02367941712204,0.0170454545454545,0.0493351783887852,0.0060665068903535,0.0,0.0073633320937151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0911336539094921,0.0,0.0,0.0220410357494848,0.0,0.0696883032255728,0.0067790399413704,0.0374075231843284,0.0396124251923625,0.1311892628758315,0.0573571914314858,0.0523599927893282,0.0479205322837597,0.0757323481970966,0.0185901568880292,0.0149789678875551,0.0,0.0025018012969337,0.0226277372262773,0.0255972696245733,0.0324295587453482,0.0300925925925925,0.0130718954248366,0.0097159940209267,0.0230605846060483,0.0017268445839874,0.0045205037132709,0.0132450331125827,0.015,0.0200892857142857,0.0022371364653243,0.0027322404371584,0.0188679245283018,0.018913676042677,0.0007293946024799
2,0,2,0.0386373460004344,0.0257665515698361,0.0199312502890262,0.0081145584725537,0.0084745762711864,0.0144927536231884,0.013262599469496,0.0,0.0,0.0044444444444444,0.0244586202883832,0.0201763065128003,0.0384615384615384,0.0326218284333467,0.0381604696673189,0.0563294972743791,0.0176513851434175,0.0241545893719806,0.027835823837874,0.0171505942530464,0.0156899557462786,0.0154318399114346,0.016872956562354,0.0148552170635448,0.0206375153248876,0.0160965794768611,0.0245872848612574,0.0256692335900256,0.019776493256262,0.0267476724001893,0.0251981545013604,0.0222929936305732,0.0167064439140811,0.0106382978723404,0.0178571428571428,0.016030534351145,0.0201233365790327,0.02367941712204,0.0170454545454545,0.0493351783887852,0.0060665068903535,0.0,0.0073633320937151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0911336539094921,0.0,0.0,0.0220410357494848,0.0,0.0696883032255728,0.0067790399413704,0.0374075231843284,0.0396124251923625,0.1311892628758315,0.0573571914314858,0.0523599927893282,0.0479205322837597,0.0757323481970966,0.0185901568880292,0.0149789678875551,0.0,0.0025018012969337,0.0226277372262773,0.0255972696245733,0.0324295587453482,0.0300925925925925,0.0130718954248366,0.0097159940209267,0.0230605846060483,0.0216640502354788,0.0193735873425896,0.0132450331125827,0.055,0.0386904761904761,0.0096942580164056,0.0163934426229508,0.0212264150943396,0.0373423860329776,0.0415754923413566
3,0,11,0.1184158956890199,0.0852673830720835,0.0464445917407858,0.0081145584725537,0.0084745762711864,0.0144927536231884,0.013262599469496,0.0,0.0,0.0044444444444444,0.0244586202883832,0.0201763065128003,0.0384615384615384,0.0326218284333467,0.0381604696673189,0.0563294972743791,0.0176513851434175,0.0241545893719806,0.027835823837874,0.0171505942530464,0.0156899557462786,0.0154318399114346,0.016872956562354,0.0148552170635448,0.0206375153248876,0.0160965794768611,0.0245872848612574,0.0256692335900256,0.019776493256262,0.0267476724001893,0.0251981545013604,0.0222929936305732,0.0167064439140811,0.0106382978723404,0.0178571428571428,0.016030534351145,0.0201233365790327,0.02367941712204,0.0170454545454545,0.0493351783887852,0.0060665068903535,0.0,0.0073633320937151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0911336539094921,0.0,0.0,0.0220410357494848,0.0,0.0696883032255728,0.0067790399413704,0.0374075231843284,0.0396124251923625,0.1311892628758315,0.0573571914314858,0.0523599927893282,0.0479205322837597,0.0757323481970966,0.0185901568880292,0.0149789678875551,0.0,0.0025018012969337,0.0226277372262773,0.0255972696245733,0.0324295587453482,0.0300925925925925,0.0130718954248366,0.0097159940209267,0.0230605846060483,0.030298273155416,0.0771714562479819,0.0397350993377483,0.125,0.0811011904761904,0.0156599552572706,0.0464480874316939,0.0306603773584905,0.1411251212415131,0.1684901531728665
4,0,3,0.0386373460004344,0.0257665515698361,0.0199312502890262,0.0081145584725537,0.0084745762711864,0.0144927536231884,0.013262599469496,0.0,0.0,0.0044444444444444,0.0244586202883832,0.0201763065128003,0.0384615384615384,0.0326218284333467,0.0381604696673189,0.0563294972743791,0.0176513851434175,0.0241545893719806,0.027835823837874,0.0171505942530464,0.0156899557462786,0.0154318399114346,0.016872956562354,0.0148552170635448,0.0206375153248876,0.0160965794768611,0.0245872848612574,0.0256692335900256,0.019776493256262,0.0267476724001893,0.0251981545013604,0.0222929936305732,0.0167064439140811,0.0106382978723404,0.0178571428571428,0.016030534351145,0.0201233365790327,0.02367941712204,0.0170454545454545,0.0493351783887852,0.0060665068903535,0.0,0.0073633320937151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0911336539094921,0.0,0.0,0.0220410357494848,0.0,0.0696883032255728,0.0067790399413704,0.0374075231843284,0.0396124251923625,0.1311892628758315,0.0573571914314858,0.0523599927893282,0.0479205322837597,0.0757323481970966,0.0185901568880292,0.0149789678875551,0.0,0.0025018012969337,0.0226277372262773,0.0255972696245733,0.0324295587453482,0.0300925925925925,0.0130718954248366,0.0097159940209267,0.0230605846060483,0.0216640502354788,0.0193735873425896,0.0132450331125827,0.055,0.0386904761904761,0.0096942580164056,0.0163934426229508,0.0212264150943396,0.0373423860329776,0.0415754923413566
5,0,19,0.0386373460004344,0.0257665515698361,0.0199312502890262,0.0081145584725537,0.0084745762711864,0.0144927536231884,0.013262599469496,0.0,0.0,0.0044444444444444,0.0244586202883832,0.0201763065128003,0.0384615384615384,0.0326218284333467,0.0381604696673189,0.0563294972743791,0.0176513851434175,0.0241545893719806,0.027835823837874,0.0171505942530464,0.0156899557462786,0.0154318399114346,0.016872956562354,0.0148552170635448,0.0206375153248876,0.0160965794768611,0.0245872848612574,0.0256692335900256,0.019776493256262,0.0267476724001893,0.0251981545013604,0.0222929936305732,0.0167064439140811,0.0106382978723404,0.0178571428571428,0.016030534351145,0.0201233365790327,0.02367941712204,0.0170454545454545,0.0493351783887852,0.0060665068903535,0.0,0.0073633320937151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0911336539094921,0.0,0.0,0.0220410357494848,0.0,0.0696883032255728,0.0067790399413704,0.0374075231843284,0.0396124251923625,0.1311892628758315,0.0573571914314858,0.0523599927893282,0.0479205322837597,0.0757323481970966,0.0185901568880292,0.0149789678875551,0.0,0.0025018012969337,0.0226277372262773,0.0255972696245733,0.0324295587453482,0.0300925925925925,0.0130718954248366,0.0097159940209267,0.0230605846060483,0.0002616431187859,0.0009686793671294,0.0132450331125827,0.0175,0.0029761904761904,0.0007457121551081,0.0163934426229508,0.0212264150943396,0.0009699321047526,0.0014587892049598
6,1,11,0.1567912100709725,0.0629337002183945,0.0519014073651596,0.0,0.0084745762711864,0.0144927536231884,0.013262599469496,0.0,0.0,0.0044444444444444,0.1321908026278206,0.0468509946451744,0.0769230769230769,0.1474023358840113,0.0061154598825831,0.0,0.0350576121598431,0.0632354762789545,0.0650553956550881,0.0712351436738378,0.1488534263108488,0.0237851619504503,0.0311770200840728,0.0187131391069132,0.0477406737112499,0.0503018108651911,0.0273094485423252,0.1679501283461679,0.0395684007707129,0.1175635158592393,0.1433810481485863,0.001592356687898,0.0,0.0026595744680851,0.0178571428571428,0.0071973827699018,0.0055176890619928,0.0093098563043918,0.0284090909090909,0.0221406654232597,0.0793514080287597,0.2979734341366095,0.0783190777240609,0.4002203452074918,0.3008683068017366,0.3975396950165069,0.3936842105263157,0.3087394632303071,0.3961736629787913,0.2249216300940438,0.4479942032804163,0.3447827500270885,0.3344520058419564,0.0220410357494848,0.3438118901011847,0.1823842450132136,0.1156101135947233,0.21329582161092,0.3094898831575947,0.1897367789797626,0.0932505950357021,0.3599026559307775,0.2433286477368569,0.3009521827358343,0.0185901568880292,0.0149789678875551,0.0,0.0025018012969337,0.0532846715328467,0.0375426621160409,0.0404040404040404,0.0703703703703703,0.0130718954248366,0.023168908819133,0.0270051582886618,0.0216640502354788,0.0193735873425896,0.0132450331125827,0.055,0.0386904761904761,0.0096942580164056,0.0163934426229508,0.0212264150943396,0.0373423860329776,0.0415754923413566
7,0,16,0.0193769022487687,0.0047619365653948,0.0071216068318098,0.0081145584725537,0.0084745762711864,0.0144927536231884,0.0,0.0,0.0,0.0044444444444444,0.0023718091127402,0.003545023790938,0.0384615384615384,0.3902537253322594,0.0381604696673189,0.0254391278013325,0.2951703848982593,0.0808249721293199,0.0663170760556716,0.096660147434933,0.0728174869250368,0.0051495378834896,0.0096917328351237,0.0077158440867367,0.0053418179695253,0.0160965794768611,0.0032490340709518,0.0352035203520352,0.0056107899807321,0.0,0.0165621672778895,0.0047770700636942,0.0167064439140811,0.0106382978723404,0.0178571428571428,0.0031624863685932,0.0,0.0004047763610605,0.0170454545454545,0.0166656639191384,0.1128295386458957,0.0635270646296004,0.1227593901078467,0.092985677561513,0.1031837916063675,0.0943640936959597,0.0941560798548094,0.1059974808642573,0.0964572432799456,0.0617629496939841,0.181608589684474,0.0973381009137862,0.0793325254031882,0.0220410357494848,0.0984480213172014,0.1915070774354704,0.0851960425064125,0.2086068563092633,0.3696209746366486,0.1072454525775065,0.0258840530431825,0.0,0.0,0.0,0.0185901568880292,0.0149789678875551,0.0,0.0025018012969337,0.0145985401459854,0.0051194539249146,0.0212652844231791,0.0194444444444444,0.0130718954248366,0.0064773293472845,0.0029331445332254,0.0216640502354788,0.0193735873425896,0.0132450331125827,0.055,0.0386904761904761,0.0096942580164056,0.0163934426229508,0.0212264150943396,0.0373423860329776,0.0415754923413566
8,0,18,0.0386373460004344,0.0257665515698361,0.0199312502890262,0.0081145584725537,0.0084745762711864,0.0144927536231884,0.013262599469496,0.0,0.0,0.0044444444444444,0.0244586202883832,0.0201763065128003,0.0384615384615384,0.0326218284333467,0.0381604696673189,0.0563294972743791,0.0176513851434175,0.0241545893719806,0.027835823837874,0.0171505942530464,0.0156899557462786,0.0154318399114346,0.016872956562354,0.0148552170635448,0.0206375153248876,0.0160965794768611,0.0245872848612574,0.0256692335900256,0.019776493256262,0.0267476724001893,0.0251981545013604,0.0222929936305732,0.0167064439140811,0.0106382978723404,0.0178571428571428,0.016030534351145,0.0201233365790327,0.02367941712204,0.0170454545454545,0.0493351783887852,0.0060665068903535,0.0,0.0073633320937151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0911336539094921,0.0,0.0,0.0220410357494848,0.0,0.0696883032255728,0.0067790399413704,0.0374075231843284,0.0396124251923625,0.1311892628758315,0.0573571914314858,0.0523599927893282,0.0479205322837597,0.0757323481970966,0.0185901568880292,0.0149789678875551,0.0,0.0025018012969337,0.0226277372262773,0.0255972696245733,0.0324295587453482,0.0300925925925925,0.0130718954248366,0.0097159940209267,0.0230605846060483,0.0052851909994767,0.0025831449790119,0.0,0.0025,0.0029761904761904,0.0096942580164056,0.0163934426229508,0.0212264150943396,0.0067895247332686,0.0415754923413566
9,0,4,0.0386373460004344,0.0257665515698361,0.0199312502890262,0.0081145584725537,0.0084745762711864,0.0144927536231884,0.013262599469496,0.0,0.0,0.0044444444444444,0.0244586202883832,0.0201763065128003,0.0384615384615384,0.0326218284333467,0.0381604696673189,0.0563294972743791,0.0176513851434175,0.0241545893719806,0.027835823837874,0.0171505942530464,0.0156899557462786,0.0154318399114346,0.016872956562354,0.0148552170635448,0.0206375153248876,0.0160965794768611,0.0245872848612574,0.0256692335900256,0.019776493256262,0.0267476724001893,0.0251981545013604,0.0222929936305732,0.0167064439140811,0.0106382978723404,0.0178571428571428,0.016030534351145,0.0201233365790327,0.02367941712204,0.0170454545454545,0.0493351783887852,0.0060665068903535,0.0,0.0073633320937151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0911336539094921,0.0,0.0,0.0220410357494848,0.0,0.0696883032255728,0.0067790399413704,0.0374075231843284,0.0396124251923625,0.1311892628758315,0.0573571914314858,0.0523599927893282,0.0479205322837597,0.0757323481970966,0.0185901568880292,0.0149789678875551,0.0,0.0025018012969337,0.0226277372262773,0.0255972696245733,0.0324295587453482,0.0300925925925925,0.0130718954248366,0.0097159940209267,0.0230605846060483,0.018785975928833,0.0080723280594123,0.0132450331125827,0.01,0.003720238095238,0.0,0.0027322404371584,0.0047169811320754,0.0033947623666343,0.0036469730123997
10,0,12,0.0386373460004344,0.0257665515698361,0.0199312502890262,0.0081145584725537,0.0084745762711864,0.0144927536231884,0.013262599469496,0.0,0.0,0.0044444444444444,0.0244586202883832,0.0201763065128003,0.0384615384615384,0.0326218284333467,0.0381604696673189,0.0563294972743791,0.0176513851434175,0.0241545893719806,0.027835823837874,0.0171505942530464,0.0156899557462786,0.0154318399114346,0.016872956562354,0.0148552170635448,0.0206375153248876,0.0160965794768611,0.0245872848612574,0.0256692335900256,0.019776493256262,0.0267476724001893,0.0251981545013604,0.0222929936305732,0.0167064439140811,0.0106382978723404,0.0178571428571428,0.016030534351145,0.0201233365790327,0.02367941712204,0.0170454545454545,0.0493351783887852,0.0060665068903535,0.0,0.0073633320937151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0911336539094921,0.0,0.0,0.0220410357494848,0.0,0.0696883032255728,0.0067790399413704,0.0374075231843284,0.0396124251923625,0.1311892628758315,0.0573571914314858,0.0523599927893282,0.0479205322837597,0.0757323481970966,0.0185901568880292,0.0149789678875551,0.0,0.0025018012969337,0.0226277372262773,0.0255972696245733,0.0324295587453482,0.0300925925925925,0.0130718954248366,0.0097159940209267,0.0230605846060483,0.0216640502354788,0.0193735873425896,0.0132450331125827,0.055,0.0386904761904761,0.0096942580164056,0.0163934426229508,0.0,0.004364694471387,0.0036469730123997
11,0,13,0.0386373460004344,0.0257665515698361,0.0199312502890262,0.0081145584725537,0.0084745762711864,0.0144927536231884,0.013262599469496,0.0,0.0,0.0044444444444444,0.0244586202883832,0.0201763065128003,0.0384615384615384,0.0326218284333467,0.0381604696673189,0.0563294972743791,0.0176513851434175,0.0241545893719806,0.027835823837874,0.0171505942530464,0.0156899557462786,0.0154318399114346,0.016872956562354,0.0148552170635448,0.0206375153248876,0.0160965794768611,0.0245872848612574,0.0256692335900256,0.019776493256262,0.0267476724001893,0.0251981545013604,0.0222929936305732,0.0167064439140811,0.0106382978723404,0.0178571428571428,0.016030534351145,0.0201233365790327,0.02367941712204,0.0170454545454545,0.0493351783887852,0.0060665068903535,0.0,0.0073633320937151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0911336539094921,0.0,0.0,0.0220410357494848,0.0,0.0696883032255728,0.0067790399413704,0.0374075231843284,0.0396124251923625,0.1311892628758315,0.0573571914314858,0.0523599927893282,0.0479205322837597,0.0757323481970966,0.0185901568880292,0.0149789678875551,0.0,0.0025018012969337,0.0226277372262773,0.0255972696245733,0.0324295587453482,0.0300925925925925,0.0130718954248366,0.0097159940209267,0.0230605846060483,0.0051805337519623,0.022279625443978,0.0,0.045,0.0119047619047619,0.0007457121551081,0.0,0.0212264150943396,0.0470417070805043,0.0182348650619985
12,0,1,1.0,0.0897888852526898,0.0606415612041989,0.0081145584725537,0.1186440677966101,0.0144927536231884,0.013262599469496,0.0,0.0,0.0044444444444444,0.0244586202883832,0.0201763065128003,0.0384615384615384,0.0326218284333467,0.0381604696673189,0.0563294972743791,0.0176513851434175,0.0241545893719806,0.027835823837874,0.0171505942530464,0.0156899557462786,0.0154318399114346,0.016872956562354,0.0148552170635448,0.0206375153248876,0.0160965794768611,0.0245872848612574,0.0256692335900256,0.019776493256262,0.0267476724001893,0.0251981545013604,0.0222929936305732,0.0167064439140811,0.0106382978723404,0.0178571428571428,0.016030534351145,0.0201233365790327,0.02367941712204,0.0170454545454545,0.0493351783887852,0.0060665068903535,0.0,0.0073633320937151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0911336539094921,0.0,0.0,0.0220410357494848,0.0,0.0696883032255728,0.0067790399413704,0.0374075231843284,0.0396124251923625,0.1311892628758315,0.0573571914314858,0.0523599927893282,0.0479205322837597,0.0757323481970966,0.0185901568880292,0.0149789678875551,0.0,0.0025018012969337,0.0226277372262773,0.0255972696245733,0.0324295587453482,0.0300925925925925,0.0130718954248366,0.0097159940209267,0.0230605846060483,0.0324960753532182,0.1159186309331611,0.0132450331125827,0.295,0.1629464285714285,0.0439970171513795,0.1147540983606557,0.0212264150943396,0.3040737148399612,0.3326039387308533
13,0,12,0.0386373460004344,0.0257665515698361,0.0199312502890262,0.0081145584725537,0.0084745762711864,0.0144927536231884,0.013262599469496,0.0,0.0,0.0044444444444444,0.0244586202883832,0.0201763065128003,0.0384615384615384,0.0326218284333467,0.0381604696673189,0.0563294972743791,0.0176513851434175,0.0241545893719806,0.027835823837874,0.0171505942530464,0.0156899557462786,0.0154318399114346,0.016872956562354,0.0148552170635448,0.0206375153248876,0.0160965794768611,0.0245872848612574,0.0256692335900256,0.019776493256262,0.0267476724001893,0.0251981545013604,0.0222929936305732,0.0167064439140811,0.0106382978723404,0.0178571428571428,0.016030534351145,0.0201233365790327,0.02367941712204,0.0170454545454545,0.0493351783887852,0.0060665068903535,0.0,0.0073633320937151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0911336539094921,0.0,0.0,0.0220410357494848,0.0,0.0696883032255728,0.0067790399413704,0.0374075231843284,0.0396124251923625,0.1311892628758315,0.0573571914314858,0.0523599927893282,0.0479205322837597,0.0757323481970966,0.0185901568880292,0.0149789678875551,0.0,0.0025018012969337,0.0226277372262773,0.0255972696245733,0.0324295587453482,0.0300925925925925,0.0130718954248366,0.0097159940209267,0.0230605846060483,0.0223966509680795,0.0361640297061672,0.0,0.015,0.0119047619047619,0.0037285607755406,0.0,0.0094339622641509,0.018913676042677,0.0313639679066374
14,0,12,0.0386373460004344,0.0257665515698361,0.0199312502890262,0.0081145584725537,0.0084745762711864,0.0144927536231884,0.013262599469496,0.0,0.0,0.0044444444444444,0.0244586202883832,0.0201763065128003,0.0384615384615384,0.0326218284333467,0.0381604696673189,0.0563294972743791,0.0176513851434175,0.0241545893719806,0.027835823837874,0.0171505942530464,0.0156899557462786,0.0154318399114346,0.016872956562354,0.0148552170635448,0.0206375153248876,0.0160965794768611,0.0245872848612574,0.0256692335900256,0.019776493256262,0.0267476724001893,0.0251981545013604,0.0222929936305732,0.0167064439140811,0.0106382978723404,0.0178571428571428,0.016030534351145,0.0201233365790327,0.02367941712204,0.0170454545454545,0.0493351783887852,0.0060665068903535,0.0,0.0073633320937151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0911336539094921,0.0,0.0,0.0220410357494848,0.0,0.0696883032255728,0.0067790399413704,0.0374075231843284,0.0396124251923625,0.1311892628758315,0.0573571914314858,0.0523599927893282,0.0479205322837597,0.0757323481970966,0.0185901568880292,0.0149789678875551,0.0,0.0025018012969337,0.0226277372262773,0.0255972696245733,0.0324295587453482,0.0300925925925925,0.0130718954248366,0.0097159940209267,0.0230605846060483,0.0216640502354788,0.0193735873425896,0.0132450331125827,0.055,0.0386904761904761,0.0096942580164056,0.0163934426229508,0.0212264150943396,0.0373423860329776,0.0415754923413566
15,0,2,0.0386373460004344,0.0257665515698361,0.0199312502890262,0.0081145584725537,0.0084745762711864,0.0144927536231884,0.013262599469496,0.0,0.0,0.0044444444444444,0.0244586202883832,0.0201763065128003,0.0384615384615384,0.0326218284333467,0.0381604696673189,0.0563294972743791,0.0176513851434175,0.0241545893719806,0.027835823837874,0.0171505942530464,0.0156899557462786,0.0154318399114346,0.016872956562354,0.0148552170635448,0.0206375153248876,0.0160965794768611,0.0245872848612574,0.0256692335900256,0.019776493256262,0.0267476724001893,0.0251981545013604,0.0222929936305732,0.0167064439140811,0.0106382978723404,0.0178571428571428,0.016030534351145,0.0201233365790327,0.02367941712204,0.0170454545454545,0.0493351783887852,0.0060665068903535,0.0,0.0073633320937151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0911336539094921,0.0,0.0,0.0220410357494848,0.0,0.0696883032255728,0.0067790399413704,0.0374075231843284,0.0396124251923625,0.1311892628758315,0.0573571914314858,0.0523599927893282,0.0479205322837597,0.0757323481970966,0.0185901568880292,0.0149789678875551,0.0,0.0025018012969337,0.0226277372262773,0.0255972696245733,0.0324295587453482,0.0300925925925925,0.0130718954248366,0.0097159940209267,0.0230605846060483,0.0216640502354788,0.0193735873425896,0.0132450331125827,0.055,0.0386904761904761,0.0096942580164056,0.0163934426229508,0.0212264150943396,0.0373423860329776,0.0415754923413566
